Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
NFO,35002,15,BANKNIFTY,BANKNIFTY19JUN24C53900,OPTIDX,19-JUN-2024,53900.00,CE
NFO,35001,15,BANKNIFTY,BANKNIFTY19JUN24P53800,OPTIDX,19-JUN-2024,53800.00,PE
NFO,35068,15,BANKNIFTY,BANKNIFTY19JUN24C54200,OPTIDX,19-JUN-2024,54200.00,CE
NFO,35097,15,BANKNIFTY,BANKNIFTY19JUN24C34500,OPTIDX,19-JUN-2024,34500.00,CE
NFO,35000,15,BANKNIFTY,BANKNIFTY19JUN24C53800,OPTIDX,19-JUN-2024,53800.00,CE
NFO,35096,15,BANKNIFTY,BANKNIFTY26JUN24P32000,OPTIDX,26-JUN-2024,32000.00,PE
NFO,35070,15,BANKNIFTY,BANKNIFTY19JUN24P54200,OPTIDX,19-JUN-2024,54200.00,PE
NFO,35008,15,BANKNIFTY,BANKNIFTY19JUN24C63000,OPTIDX,19-JUN-2024,63000.00,CE
NFO,35151,15,BANKNIFTY,BANKNIFTY26JUN24C35000,OPTIDX,26-JUN-2024,35000.00,CE
NFO,35009,15,BANKNIFTY,BANKNIFTY19JUN24P63000,OPTIDX,19-JUN-2024,63000.00,PE
NFO,35089,15,BANKNIFTY,BANKNIFTY28AUG24F,FUTIDX,28-AUG-2024,-0.01,XX
NFO,35162,15,BANKNIFTY,BANKNIFTY19JUN24C54900,OPTIDX,19-JUN-2024,54900.00,CE
NFO,35801,15,BANKNIFTY,BANKNIFTY03JUL24C64000,OPTIDX,03-JUL-2024,64000.00,CE
NFO,35789,15,BANKNIFTY,BANKNIFTY28AUG24C37500,OPTIDX,28-AUG-2024,37500.00,CE
NFO,36244,15,BANKNIFTY,BANKNIFTY16JUL24C42100,OPTIDX,16-JUL-2024,42100.00,CE
NFO,36245,15,BANKNIFTY,BANKNIFTY16JUL24P42100,OPTIDX,16-JUL-2024,42100.00,PE
NFO,36143,15,BANKNIFTY,BANKNIFTY16JUL24C37000,OPTIDX,16-JUL-2024,37000.00,CE
NFO,36142,15,BANKNIFTY,BANKNIFTY16JUL24P36500,OPTIDX,16-JUL-2024,36500.00,PE
NFO,36141,15,BANKNIFTY,BANKNIFTY16JUL24C36500,OPTIDX,16-JUL-2024,36500.00,CE
NFO,36140,15,BANKNIFTY,BANKNIFTY16JUL24P36000,OPTIDX,16-JUL-2024,36000.00,PE
NFO,36136,15,BANKNIFTY,BANKNIFTY16JUL24C36000,OPTIDX,16-JUL-2024,36000.00,CE
NFO,35779,15,BANKNIFTY,BANKNIFTY28AUG24P37000,OPTIDX,28-AUG-2024,37000.00,PE
NFO,35790,15,BANKNIFTY,BANKNIFTY28AUG24P37500,OPTIDX,28-AUG-2024,37500.00,PE
NFO,35791,15,BANKNIFTY,BANKNIFTY31JUL24P34500,OPTIDX,31-JUL-2024,34500.00,PE
NFO,36158,15,BANKNIFTY,BANKNIFTY16JUL24P37500,OPTIDX,16-JUL-2024,37500.00,PE
NFO,36145,15,BANKNIFTY,BANKNIFTY16JUL24C37500,OPTIDX,16-JUL-2024,37500.00,CE
NFO,35798,15,BANKNIFTY,BANKNIFTY03JUL24P63500,OPTIDX,03-JUL-2024,63500.00,PE
NFO,35797,15,BANKNIFTY,BANKNIFTY03JUL24C63500,OPTIDX,03-JUL-2024,63500.00,CE
NFO,36242,15,BANKNIFTY,BANKNIFTY16JUL24C42000,OPTIDX,16-JUL-2024,42000.00,CE
NFO,36243,15,BANKNIFTY,BANKNIFTY16JUL24P42000,OPTIDX,16-JUL-2024,42000.00,PE
NFO,35794,15,BANKNIFTY,BANKNIFTY31JUL24C35000,OPTIDX,31-JUL-2024,35000.00,CE
NFO,35793,15,BANKNIFTY,BANKNIFTY03JUL24P54800,OPTIDX,03-JUL-2024,54800.00,PE
NFO,35792,15,BANKNIFTY,BANKNIFTY03JUL24C54800,OPTIDX,03-JUL-2024,54800.00,CE
NFO,35778,15,BANKNIFTY,BANKNIFTY28AUG24C37000,OPTIDX,28-AUG-2024,37000.00,CE
NFO,36135,15,BANKNIFTY,BANKNIFTY16JUL24P35500,OPTIDX,16-JUL-2024,35500.00,PE
NFO,35765,15,BANKNIFTY,BANKNIFTY26JUN24C41900,OPTIDX,26-JUN-2024,41900.00,CE
NFO,35764,15,BANKNIFTY,BANKNIFTY26JUN24P41800,OPTIDX,26-JUN-2024,41800.00,PE
NFO,35763,15,BANKNIFTY,BANKNIFTY26JUN24C41800,OPTIDX,26-JUN-2024,41800.00,CE
NFO,35762,15,BANKNIFTY,BANKNIFTY26JUN24P41700,OPTIDX,26-JUN-2024,41700.00,PE
NFO,35761,15,BANKNIFTY,BANKNIFTY31JUL24P34000,OPTIDX,31-JUL-2024,34000.00,PE
NFO,36257,15,BANKNIFTY,BANKNIFTY16JUL24P42200,OPTIDX,16-JUL-2024,42200.00,PE
